,ID,Genero,Casado,Age,Graduado,Profesion,Work_Experience,Spending_Score,Family_Size,Categoria_economica
2543,463353,Masculino,Si,50,Si,Ejecutivo,4.0,Promedio,4.0,B
2548,462108,Femenino,Si,27,Si,Homemaker,,Promedio,2.0,A
2549,459288,Masculino,Si,41,Si,Artista,1.0,Bajo,2.0,A
2550,460050,Masculino,Si,50,Si,Entretenimiento,3.0,Bajo,2.0,A
2552,464903,Masculino,Si,28,No,Entretenimiento,0.0,Promedio,2.0,A
2554,463165,Femenino,Si,72,Si,Doctor,1.0,Promedio,2.0,A
2555,460419,Femenino,Si,41,No,Doctor,,Bajo,1.0,A
2556,465981,Masculino,No,28,No,Artista,0.0,Bajo,2.0,A
2559,466569,Femenino,No,20,No,Doctor,9.0,Bajo,4.0,A
2560,466547,Masculino,Si,45,Si,Ejecutivo,1.0,Bajo,5.0,B
2564,461642,Masculino,No,41,Si,Artista,9.0,Bajo,2.0,A
2565,467259,Masculino,Si,70,Si,Abogado,1.0,Alto,2.0,B
2567,463439,Masculino,Si,42,Si,Artista,9.0,Promedio,3.0,B
2568,464764,Femenino,Si,60,No,Ingeniero,1.0,Alto,9.0,A
2572,463686,Femenino,No,32,No,Artista,2.0,Bajo,4.0,A
2573,459411,Masculino,Si,74,No,Abogado,8.0,Bajo,1.0,A
2574,463774,Masculino,Si,29,Si,Personal de salud,1.0,Promedio,2.0,A
2576,466986,Masculino,Si,45,No,Entretenimiento,1.0,Promedio,3.0,B
2578,463284,Femenino,Si,60,Si,Ingeniero,0.0,Bajo,,B
2579,465351,Femenino,Si,51,Si,Artista,8.0,Promedio,2.0,B
2581,459483,Masculino,Si,55,Si,Artista,1.0,Promedio,2.0,A
2584,466490,Femenino,Si,84,No,Abogado,0.0,Alto,2.0,B
2585,463024,Masculino,No,35,Si,Artista,,Bajo,1.0,A
2588,462756,Femenino,No,23,No,Ingeniero,1.0,Bajo,4.0,B
2592,462768,Masculino,Si,46,Si,Artista,0.0,Promedio,3.0,B
2596,466432,Masculino,No,42,Si,Entretenimiento,1.0,Bajo,1.0,A
2602,462084,Masculino,Si,70,Si,Artista,1.0,Bajo,1.0,B
2603,463621,Masculino,Si,53,No,Entretenimiento,1.0,Bajo,1.0,A
2605,459056,Masculino,Si,56,No,Ejecutivo,,Alto,3.0,B
2609,464865,Femenino,No,30,No,Homemaker,8.0,Bajo,9.0,A
2613,466699,Femenino,Si,40,Si,Artista,8.0,Bajo,1.0,B
2614,465517,Femenino,Si,68,Si,Artista,1.0,Bajo,2.0,A
2615,459237,Masculino,No,29,Si,Artista,1.0,Bajo,6.0,A
2620,461531,Masculino,No,41,Si,Artista,4.0,Bajo,1.0,A
2622,463124,Masculino,Si,31,No,Artista,,Promedio,2.0,B
2623,461463,Masculino,No,41,Si,Artista,6.0,Bajo,1.0,B
2624,464566,Masculino,Si,35,Si,Ejecutivo,0.0,Alto,4.0,A
2625,462070,Masculino,Si,41,Si,Entretenimiento,9.0,Promedio,2.0,B
2628,462793,Masculino,Si,42,No,Ejecutivo,3.0,Alto,5.0,B
2632,465633,Masculino,Si,83,Si,Ejecutivo,,Alto,2.0,B
2634,466254,Masculino,No,40,Si,Entretenimiento,0.0,Bajo,2.0,A
2637,466125,Femenino,Si,65,Si,Artista,0.0,Bajo,2.0,B
2644,465654,Femenino,No,48,Si,Ingeniero,1.0,Bajo,1.0,B
2650,465876,Masculino,No,25,No,Ejecutivo,0.0,Bajo,3.0,A
2651,464199,Masculino,Si,25,Si,Artista,8.0,Bajo,2.0,A
2652,462746,Masculino,No,29,No,Entretenimiento,1.0,Bajo,3.0,B
2653,463261,Femenino,Si,72,No,Entretenimiento,7.0,Promedio,3.0,B
2654,467548,Masculino,Si,48,Si,Artista,0.0,Alto,2.0,B
2657,459957,Femenino,Si,32,Si,Artista,8.0,Bajo,3.0,A
2658,459191,Masculino,Si,49,Si,Artista,0.0,Bajo,1.0,B
2660,466570,Femenino,Si,40,Si,Artista,0.0,Promedio,3.0,A
2661,459407,Femenino,No,37,Si,Doctor,0.0,Bajo,3.0,A
2663,463377,Femenino,Si,32,Si,Homemaker,4.0,Alto,2.0,B
2664,467456,Masculino,Si,36,No,Ejecutivo,7.0,Alto,4.0,A
2668,466056,Femenino,No,36,Si,Artista,1.0,Bajo,1.0,B
2669,467130,Femenino,Si,29,No,Homemaker,,Alto,3.0,A
2672,459651,Masculino,Si,87,Si,Abogado,,Bajo,1.0,B
2673,459961,Masculino,Si,51,Si,Artista,8.0,Bajo,3.0,A
2674,466109,Masculino,Si,51,Si,Entretenimiento,1.0,Promedio,4.0,B
2675,461543,Masculino,No,31,No,Artista,3.0,Bajo,2.0,A
2677,459864,Femenino,Si,70,No,Artista,,Alto,2.0,A
2678,460441,Masculino,No,31,No,Personal de salud,,Bajo,4.0,B
2681,465098,Femenino,No,41,Si,Artista,1.0,Bajo,,A
2682,459872,Masculino,Si,68,No,Entretenimiento,4.0,Promedio,2.0,A
2683,462053,Masculino,Si,28,Si,Artista,,Bajo,2.0,B
2685,465079,Masculino,Si,75,Si,Abogado,1.0,Bajo,1.0,A
2686,467697,Femenino,No,39,Si,Personal de salud,0.0,Bajo,1.0,A
2688,463457,Femenino,Si,42,Si,Artista,2.0,Promedio,2.0,B
2689,462653,Masculino,Si,48,Si,Ejecutivo,0.0,Promedio,4.0,A
2691,460217,Masculino,Si,45,Si,Artista,1.0,Promedio,2.0,B
2692,463684,Femenino,No,29,Si,Personal de salud,0.0,Bajo,4.0,A
2696,465677,Masculino,Si,39,No,Artista,,Bajo,2.0,A
2699,462159,Masculino,No,43,Si,Doctor,1.0,Bajo,,A
2700,461747,Masculino,Si,66,Si,Artista,1.0,Alto,2.0,B
2701,465940,Femenino,No,53,Si,Artista,0.0,Bajo,2.0,A
2702,464323,Femenino,No,29,Si,Artista,12.0,Bajo,1.0,A
2705,459946,Femenino,Si,36,Si,Artista,1.0,Promedio,2.0,B
2706,463161,Masculino,No,35,Si,Artista,1.0,Bajo,2.0,A
2708,463118,Femenino,Si,49,Si,Doctor,,Alto,3.0,B
2711,460299,Masculino,Si,56,Si,Artista,4.0,Bajo,1.0,B
2712,462378,Masculino,Si,67,No,Artista,1.0,Bajo,1.0,B
2713,463081,Femenino,Si,51,Si,Artista,0.0,Bajo,1.0,B
2715,462120,Masculino,Si,51,No,Artista,1.0,Bajo,3.0,A
2717,461464,Masculino,No,59,Si,Entretenimiento,,Bajo,3.0,B
2718,466695,Femenino,Si,31,Si,Entretenimiento,1.0,Bajo,1.0,A
2719,465833,Masculino,Si,43,No,Ejecutivo,1.0,Alto,3.0,A
2720,467490,Masculino,Si,59,No,Ejecutivo,7.0,Promedio,5.0,B
2721,459765,Femenino,No,35,Si,Ingeniero,4.0,Bajo,1.0,A
2723,464561,Femenino,No,48,Si,Entretenimiento,9.0,Bajo,2.0,A
2724,459409,Femenino,Si,88,Si,Abogado,1.0,Alto,2.0,B
2728,464131,Femenino,Si,81,No,Ingeniero,0.0,Alto,2.0,B
2729,464079,Femenino,Si,36,No,Doctor,14.0,Promedio,2.0,A
2730,462478,Masculino,Si,30,No,Doctor,,Promedio,2.0,A
2731,465375,Femenino,No,50,Si,Ingeniero,1.0,Bajo,1.0,B
2732,461637,Masculino,Si,51,Si,Artista,1.0,Bajo,2.0,B
2733,459252,Masculino,Si,66,Si,Abogado,0.0,Alto,3.0,A
2736,459682,Masculino,Si,35,Si,Ejecutivo,,Promedio,3.0,A
2737,459892,Femenino,Si,50,Si,Artista,1.0,Bajo,1.0,A
2738,467720,Masculino,No,27,Si,Entretenimiento,,Bajo,2.0,A
2740,460862,Masculino,Si,52,No,Entretenimiento,1.0,Promedio,4.0,B
2742,461650,Femenino,Si,42,Si,Doctor,0.0,Bajo,1.0,B
2744,459486,Masculino,Si,75,Si,Abogado,,Alto,2.0,A
2745,467319,Masculino,No,26,Si,Homemaker,8.0,Bajo,2.0,A
2751,467344,Masculino,Si,83,Si,Abogado,0.0,Bajo,2.0,B
2753,467219,Femenino,Si,66,No,Abogado,,Alto,2.0,A
2754,464360,Masculino,Si,62,Si,Ejecutivo,0.0,Alto,2.0,B
2760,465033,Femenino,Si,56,Si,,0.0,Promedio,2.0,B
2761,464575,Masculino,No,42,Si,Artista,8.0,Bajo,1.0,A
2762,465650,Femenino,No,32,No,Marketing,0.0,Bajo,4.0,A
2763,464640,Femenino,No,28,No,Marketing,0.0,Bajo,5.0,A
2767,463927,Femenino,No,53,Si,Ingeniero,1.0,Bajo,2.0,A
2768,459506,Femenino,No,27,Si,,1.0,Bajo,1.0,A
2769,467001,Femenino,,53,Si,Entretenimiento,8.0,Promedio,4.0,B
2770,460265,Masculino,Si,52,Si,Ejecutivo,1.0,Alto,4.0,B
2771,464178,Masculino,No,29,Si,Doctor,3.0,Bajo,3.0,A
2772,461586,Masculino,No,36,Si,Artista,6.0,Bajo,3.0,B
2773,461764,Femenino,No,41,Si,Artista,0.0,Bajo,1.0,A
2775,459548,Femenino,Si,50,Si,Ingeniero,1.0,Bajo,2.0,A
2779,465857,Femenino,No,40,Si,Doctor,1.0,Bajo,1.0,B
2780,460581,Masculino,Si,27,Si,Personal de salud,2.0,Promedio,2.0,A
2781,459501,Femenino,Si,62,Si,Artista,4.0,Promedio,7.0,A
2782,466670,Masculino,Si,29,Si,Personal de salud,2.0,Promedio,2.0,B
2783,460678,Femenino,No,31,No,Doctor,6.0,Bajo,2.0,A
2784,459490,Masculino,Si,37,No,Ingeniero,,Promedio,2.0,A
2786,463653,Femenino,No,26,Si,Artista,1.0,Bajo,5.0,A
2787,463726,Femenino,No,33,No,Personal de salud,1.0,Bajo,3.0,B
2788,467858,Masculino,Si,59,Si,Artista,,Bajo,4.0,A
2791,465533,Femenino,Si,50,Si,Entretenimiento,0.0,Promedio,4.0,B
2792,462297,Femenino,No,29,Si,Artista,14.0,Bajo,2.0,B
2793,460596,Masculino,No,29,No,Ingeniero,0.0,Bajo,5.0,A
2796,467413,Femenino,Si,75,Si,Abogado,2.0,Alto,4.0,B
2797,464672,Masculino,No,19,No,Entretenimiento,0.0,Bajo,6.0,A
2798,465807,Femenino,No,42,Si,Artista,1.0,Bajo,1.0,B
2800,466529,Femenino,Si,28,Si,Doctor,0.0,Promedio,2.0,A
2801,464434,Masculino,Si,45,Si,Artista,0.0,Promedio,4.0,B
2803,464802,Masculino,No,40,No,Entretenimiento,1.0,Bajo,1.0,A
2804,467643,Masculino,No,42,Si,Artista,12.0,Bajo,1.0,A
2808,464484,Masculino,Si,29,Si,Artista,1.0,Promedio,3.0,B
2809,465391,Femenino,Si,72,Si,Abogado,0.0,Alto,2.0,A
2813,459254,Masculino,Si,57,Si,Doctor,,Bajo,1.0,A
2820,467902,Femenino,No,37,No,Artista,,Bajo,1.0,A
2821,460591,Femenino,Si,38,Si,Doctor,1.0,Bajo,4.0,A
2823,466433,Masculino,Si,43,Si,Entretenimiento,8.0,Bajo,2.0,B
2826,460090,Masculino,Si,86,No,Abogado,2.0,Promedio,2.0,A
2828,464630,Femenino,Si,52,No,Ingeniero,0.0,Bajo,6.0,A
2831,464376,Masculino,Si,58,Si,Artista,2.0,Bajo,1.0,A
2833,461783,Masculino,,72,,Abogado,0.0,Alto,,A
2835,463094,Masculino,Si,40,Si,Ingeniero,12.0,Promedio,3.0,A
2838,461696,Femenino,Si,70,Si,Abogado,0.0,Alto,2.0,B
2840,460498,Masculino,Si,47,No,Ejecutivo,1.0,Alto,2.0,B
2841,459248,Masculino,Si,58,Si,Ejecutivo,3.0,Promedio,4.0,B
2844,462657,Masculino,Si,35,Si,Ejecutivo,1.0,Promedio,2.0,A
2850,461423,Masculino,No,28,Si,Artista,0.0,Bajo,3.0,B
2859,460080,Femenino,No,39,Si,Doctor,9.0,Bajo,3.0,A
2862,465551,Femenino,Si,48,Si,Artista,,Promedio,2.0,B
2864,460896,Masculino,No,43,Si,Artista,0.0,Bajo,1.0,A
2865,460702,Femenino,No,51,Si,Artista,0.0,Bajo,1.0,B
2866,466001,Femenino,Si,36,Si,Entretenimiento,6.0,Bajo,2.0,B
2867,465738,Masculino,Si,38,Si,Entretenimiento,8.0,Bajo,2.0,B
2868,460804,Femenino,No,30,Si,Artista,0.0,Bajo,5.0,A
2870,465880,Femenino,No,46,Si,Entretenimiento,1.0,Bajo,2.0,A
2871,461342,Masculino,Si,43,No,Ejecutivo,3.0,Alto,4.0,B
2872,459078,Masculino,Si,70,Si,Abogado,0.0,Alto,2.0,B
2874,461098,Femenino,Si,39,Si,Ingeniero,1.0,Bajo,1.0,A
2877,465536,Femenino,Si,30,Si,Doctor,,Promedio,2.0,B
2880,463807,Femenino,No,33,Si,Personal de salud,0.0,Bajo,3.0,B
2882,459727,Masculino,Si,83,No,Abogado,,Alto,2.0,B
2883,463263,Femenino,Si,70,Si,Ingeniero,0.0,Alto,2.0,B
2885,466729,Masculino,No,33,Si,Personal de salud,1.0,Bajo,,A
2886,462608,Femenino,No,71,No,Ingeniero,1.0,Bajo,1.0,A
2887,465495,Masculino,Si,29,Si,Ingeniero,5.0,Bajo,2.0,A
2891,467345,Masculino,Si,76,Si,Abogado,1.0,Bajo,1.0,A
2897,461378,Femenino,No,35,Si,Artista,9.0,Bajo,1.0,B
2898,462286,Masculino,Si,59,No,Doctor,0.0,Promedio,2.0,B
2899,463678,Femenino,No,32,No,Personal de salud,1.0,Bajo,5.0,B
2904,459697,Femenino,Si,77,No,Abogado,0.0,Alto,3.0,A
2908,461277,Masculino,Si,82,Si,Abogado,7.0,Bajo,1.0,A
2911,467064,Masculino,Si,36,No,Doctor,0.0,Promedio,2.0,A
2912,467856,Masculino,Si,59,Si,Artista,1.0,Bajo,2.0,A
2914,465372,Femenino,No,37,Si,Entretenimiento,0.0,Bajo,1.0,A
2915,463970,Femenino,No,25,No,Personal de salud,1.0,Bajo,5.0,B
2916,463547,Femenino,No,28,No,Personal de salud,0.0,Bajo,4.0,B
2918,460785,Masculino,No,29,Si,Personal de salud,0.0,Bajo,4.0,B
2920,461617,Masculino,No,45,Si,Artista,0.0,Bajo,2.0,A
2923,462520,Femenino,No,25,Si,Artista,,Bajo,5.0,B
2925,464769,Femenino,,51,No,Ingeniero,9.0,Promedio,4.0,B
2929,459565,Masculino,No,47,Si,Entretenimiento,2.0,Bajo,,A
2932,459690,Femenino,No,43,Si,Artista,1.0,Bajo,1.0,A
2933,459347,Masculino,Si,69,Si,Abogado,1.0,Bajo,1.0,B
2934,465766,Masculino,Si,38,No,Entretenimiento,1.0,Bajo,3.0,A
2937,464860,Femenino,Si,51,No,Ingeniero,,Promedio,3.0,B
2939,461814,Femenino,No,37,Si,Artista,1.0,Bajo,1.0,A
2940,463428,Masculino,Si,28,No,Ejecutivo,1.0,Alto,5.0,A
2941,459671,Femenino,Si,48,Si,Artista,,Promedio,3.0,A
2942,464451,Femenino,Si,74,Si,Artista,0.0,Promedio,2.0,B
2948,465121,Femenino,No,32,Si,Artista,6.0,Bajo,1.0,B
2949,466168,Femenino,Si,45,Si,Ejecutivo,1.0,Alto,3.0,B
2950,459841,Masculino,Si,56,Si,Personal de salud,,Alto,3.0,B
2953,464962,Masculino,Si,53,Si,Ejecutivo,1.0,Alto,4.0,B
2955,463247,Masculino,No,45,Si,Entretenimiento,1.0,Bajo,1.0,A
2956,460771,Masculino,Si,86,Si,Artista,0.0,Bajo,,A
2959,464502,Masculino,Si,35,Si,Personal de salud,6.0,Promedio,2.0,A
2960,461407,Femenino,No,32,Si,Marketing,8.0,Bajo,6.0,A
2965,459389,Femenino,No,26,Si,Ingeniero,9.0,Bajo,8.0,A
2967,464385,Masculino,Si,70,No,Ingeniero,0.0,Promedio,2.0,B
2968,467872,Femenino,Si,40,Si,Ingeniero,1.0,Promedio,4.0,B
2969,459857,Masculino,No,33,Si,Entretenimiento,6.0,Bajo,1.0,A
2972,459519,Femenino,Si,45,Si,Artista,,Promedio,2.0,A
2975,466399,Femenino,Si,26,No,Entretenimiento,1.0,Promedio,2.0,A
2976,465603,Femenino,Si,45,Si,Homemaker,8.0,Bajo,,A
2977,466079,Femenino,Si,40,No,Ingeniero,1.0,Bajo,2.0,A
2980,460587,Femenino,No,38,Si,Artista,,Bajo,1.0,B
2982,460895,Femenino,No,29,Si,Doctor,9.0,Bajo,5.0,B
2983,465104,Masculino,Si,35,Si,Homemaker,9.0,Promedio,4.0,A
2988,467460,Femenino,Si,36,Si,Homemaker,8.0,Promedio,2.0,B
2990,463561,Femenino,No,39,Si,Ingeniero,1.0,Bajo,1.0,A
2994,465814,Femenino,Si,50,No,Artista,0.0,Promedio,5.0,B
2996,463809,Femenino,No,30,Si,Personal de salud,2.0,Bajo,3.0,B
2997,460701,Masculino,Si,66,No,Entretenimiento,0.0,Promedio,2.0,B
2998,461592,Masculino,Si,29,Si,Entretenimiento,0.0,Bajo,2.0,B
2999,467692,Femenino,Si,43,No,Artista,4.0,Bajo,1.0,B
3000,459033,Femenino,Si,56,Si,Artista,0.0,Bajo,1.0,B
3001,466424,Femenino,Si,42,Si,Ingeniero,1.0,Alto,3.0,A
3002,459937,Femenino,No,39,Si,Artista,7.0,Bajo,1.0,A
3003,466404,Femenino,No,40,Si,Ingeniero,0.0,Bajo,1.0,A
3005,459944,Femenino,Si,39,Si,Artista,0.0,Bajo,1.0,A
3007,462169,Femenino,Si,40,Si,Artista,1.0,Alto,3.0,B
3008,463032,Femenino,Si,78,No,Abogado,0.0,Alto,2.0,A
3009,467374,Femenino,Si,45,Si,Homemaker,8.0,Alto,4.0,B
3011,466769,Femenino,No,31,Si,Entretenimiento,0.0,Bajo,4.0,A
3013,462280,Masculino,No,32,Si,Personal de salud,0.0,Bajo,4.0,B
3014,464616,Masculino,Si,27,No,Entretenimiento,6.0,Bajo,4.0,A
3020,464966,Masculino,Si,59,No,Ingeniero,1.0,Bajo,2.0,A
3021,467803,Femenino,Si,36,Si,Entretenimiento,7.0,Promedio,2.0,B
3026,466965,Femenino,No,42,Si,Homemaker,,Bajo,1.0,A
3027,465157,Masculino,Si,42,Si,Entretenimiento,3.0,Promedio,4.0,B
3030,466401,Masculino,Si,48,No,Ejecutivo,1.0,Promedio,4.0,A
3031,461902,Femenino,Si,52,Si,Artista,0.0,Bajo,3.0,B
3035,464725,Masculino,Si,45,No,Ejecutivo,11.0,Alto,9.0,A
3037,465888,Masculino,Si,37,Si,Doctor,8.0,Promedio,2.0,A
3039,461261,Femenino,No,29,No,Artista,0.0,Bajo,3.0,A
3040,462203,Masculino,Si,72,No,Ejecutivo,2.0,Alto,7.0,A
3041,463303,Femenino,Si,49,Si,Homemaker,2.0,Promedio,4.0,B
3045,460000,Masculino,No,52,Si,Entretenimiento,1.0,Bajo,1.0,A
3046,462531,Femenino,Si,59,No,Homemaker,,Alto,2.0,B
3049,460122,Femenino,No,41,No,Artista,0.0,Bajo,1.0,A
3051,459350,Femenino,Si,56,Si,Ingeniero,0.0,Alto,2.0,B
3052,460676,Femenino,Si,51,Si,Marketing,9.0,Promedio,1.0,A
3053,463179,Masculino,Si,57,Si,Entretenimiento,0.0,Bajo,2.0,A
3054,461137,Masculino,Si,60,Si,Entretenimiento,0.0,Bajo,4.0,A
3056,464211,Masculino,Si,50,Si,Doctor,0.0,Promedio,3.0,B
3057,461413,Femenino,No,40,Si,Artista,2.0,Bajo,1.0,B
3060,460772,Masculino,Si,70,No,Entretenimiento,1.0,Bajo,1.0,A
3061,465702,Masculino,No,32,Si,Entretenimiento,1.0,Bajo,1.0,A
3063,467006,Femenino,No,73,Si,Abogado,0.0,Bajo,1.0,B
3068,460906,Femenino,Si,89,Si,Abogado,1.0,Alto,3.0,A
3070,463294,Femenino,Si,35,Si,Ingeniero,5.0,Bajo,2.0,B
3071,463751,Femenino,,39,Si,Doctor,5.0,Bajo,,B
3074,464813,Masculino,Si,45,Si,Ingeniero,5.0,Promedio,5.0,B
3077,463210,Masculino,Si,84,,Abogado,1.0,Bajo,1.0,A
3078,461672,Femenino,No,26,No,Ingeniero,1.0,Bajo,2.0,A
3079,467711,Femenino,No,31,Si,Artista,,Bajo,1.0,A
3080,459662,Masculino,Si,51,Si,Entretenimiento,0.0,Alto,5.0,A
3081,466515,Masculino,Si,52,No,Ejecutivo,9.0,Promedio,4.0,A
3083,460880,Masculino,No,42,Si,Artista,4.0,Bajo,2.0,A
3084,459537,Femenino,No,47,Si,Homemaker,9.0,Bajo,3.0,A
3085,463635,Femenino,Si,41,Si,Artista,0.0,Bajo,3.0,A
3086,467650,Masculino,Si,52,Si,Artista,2.0,Promedio,4.0,A
3088,459052,Masculino,Si,47,No,Artista,0.0,Bajo,2.0,A
3090,464571,Masculino,No,33,No,Personal de salud,,Bajo,2.0,A
3091,460758,Masculino,Si,31,No,Ejecutivo,9.0,Promedio,2.0,A
3095,461381,Masculino,Si,31,Si,Entretenimiento,0.0,Promedio,2.0,A
3097,463571,Femenino,No,32,Si,Marketing,0.0,Bajo,3.0,B
3100,460436,Femenino,No,51,No,Entretenimiento,1.0,Bajo,1.0,A
3101,459527,Masculino,Si,46,Si,Artista,1.0,Promedio,4.0,B
3102,459278,Masculino,Si,65,No,Ejecutivo,,Alto,2.0,A
3103,466851,Masculino,No,38,Si,Personal de salud,8.0,Bajo,1.0,A
3107,464012,Femenino,Si,75,Si,Abogado,3.0,Alto,2.0,A
3112,466496,Masculino,Si,72,Si,Artista,0.0,Promedio,2.0,B
3113,461132,Masculino,Si,68,Si,Artista,2.0,Bajo,1.0,B
3115,461073,Femenino,No,33,No,Entretenimiento,1.0,Bajo,1.0,A
3116,467868,Femenino,Si,69,Si,Entretenimiento,1.0,Alto,2.0,B
3118,463300,Masculino,Si,47,No,Entretenimiento,1.0,Bajo,2.0,A
3119,467532,Masculino,Si,53,Si,Artista,8.0,Bajo,1.0,A
3123,460143,Masculino,Si,38,Si,Entretenimiento,0.0,Bajo,2.0,A
3124,463436,Femenino,No,25,No,Doctor,0.0,Bajo,3.0,B
3125,465090,Masculino,Si,57,Si,Artista,0.0,Promedio,2.0,B
3126,466368,Masculino,No,37,Si,Doctor,,Bajo,1.0,B
3127,466809,Femenino,Si,33,Si,Entretenimiento,0.0,Bajo,5.0,B
3128,462676,Femenino,Si,48,Si,Entretenimiento,,Promedio,4.0,A
3130,466719,Masculino,Si,68,No,Ejecutivo,1.0,Alto,2.0,A
3131,460141,Masculino,No,35,Si,Artista,13.0,Bajo,1.0,B
3134,461745,Masculino,Si,46,No,Entretenimiento,8.0,Bajo,1.0,A
3135,465548,Femenino,No,40,Si,Artista,0.0,Bajo,4.0,A
3137,461810,Femenino,Si,62,Si,Homemaker,1.0,Bajo,1.0,B
3138,460024,Femenino,Si,43,Si,Entretenimiento,8.0,Bajo,1.0,B
3139,462952,Masculino,Si,46,Si,Entretenimiento,,Bajo,,B
3144,466465,Masculino,Si,43,Si,Ingeniero,5.0,Alto,2.0,A
3146,460549,Masculino,No,40,Si,Artista,8.0,Bajo,2.0,B
3147,466732,Femenino,Si,48,Si,Ingeniero,0.0,Alto,2.0,B
3149,465824,Masculino,Si,68,No,Abogado,2.0,Bajo,3.0,A
3151,463343,Masculino,Si,35,Si,Artista,2.0,Bajo,3.0,B
3154,462386,Femenino,No,26,Si,Personal de salud,1.0,Bajo,5.0,B
3159,462866,Masculino,Si,56,Si,Doctor,0.0,Bajo,1.0,A
3160,466453,Masculino,Si,41,Si,Entretenimiento,2.0,Promedio,2.0,A
3161,463529,Masculino,No,37,Si,Marketing,,Bajo,1.0,A
3162,463651,Femenino,No,36,Si,Personal de salud,1.0,Bajo,2.0,A
3163,463555,Femenino,No,31,Si,Artista,0.0,Bajo,2.0,A
3171,467598,Masculino,Si,68,Si,Artista,1.0,Bajo,1.0,A
3172,464639,Masculino,Si,39,No,Entretenimiento,1.0,Promedio,4.0,B
3173,463143,Femenino,Si,52,Si,Entretenimiento,,Bajo,2.0,B
3175,464418,Masculino,Si,43,Si,Artista,8.0,Promedio,2.0,B
3176,460782,Masculino,Si,77,Si,Artista,1.0,Alto,2.0,A
3178,461986,Masculino,No,31,Si,Personal de salud,14.0,Bajo,4.0,B
3180,465554,Femenino,No,85,Si,Abogado,0.0,Bajo,3.0,A
3181,467030,Masculino,No,26,Si,Artista,1.0,Bajo,2.0,A
3182,461753,Femenino,No,35,Si,Artista,0.0,Bajo,1.0,B
3185,461863,Masculino,No,33,No,Doctor,2.0,Bajo,4.0,A
3186,460476,Masculino,Si,52,No,Doctor,,Promedio,4.0,B
3187,464176,Femenino,Si,40,Si,Artista,0.0,Bajo,1.0,B
3189,462356,Masculino,No,47,Si,Ingeniero,0.0,Bajo,3.0,A
3190,459871,Femenino,Si,78,No,Entretenimiento,3.0,Promedio,2.0,A
3192,465948,Femenino,Si,46,Si,Artista,1.0,Promedio,2.0,B
3193,461496,Masculino,Si,47,Si,Homemaker,,Bajo,1.0,B
3195,462592,Femenino,Si,35,No,Artista,11.0,Bajo,2.0,A
3196,465816,Masculino,Si,51,No,Ejecutivo,9.0,Promedio,3.0,A
3197,464343,Femenino,No,51,Si,Artista,1.0,Bajo,1.0,B
3200,463206,Masculino,Si,77,No,Abogado,0.0,Bajo,1.0,A
3203,459520,Femenino,Si,43,Si,Doctor,0.0,Bajo,1.0,B
3204,460816,Femenino,Si,49,No,,11.0,Bajo,2.0,A
3205,464120,Masculino,No,30,No,Personal de salud,8.0,Bajo,3.0,A
3206,463276,Masculino,Si,42,No,Ejecutivo,,Promedio,2.0,A
3209,463194,Femenino,Si,48,Si,Artista,0.0,Promedio,2.0,B
3211,463414,Masculino,Si,25,No,Ejecutivo,0.0,Alto,3.0,A
3213,463493,Masculino,Si,42,Si,Ejecutivo,,Alto,4.0,B
3217,463352,Masculino,Si,37,Si,,0.0,Promedio,4.0,B
3218,463948,Masculino,Si,39,No,Ejecutivo,2.0,Alto,5.0,B
3219,464949,Masculino,Si,19,No,Ejecutivo,0.0,Alto,3.0,A
3220,461969,Femenino,Si,46,No,Ingeniero,9.0,Promedio,1.0,A
3222,467512,Masculino,Si,41,No,Artista,0.0,Promedio,2.0,B
3224,464674,Masculino,Si,50,No,Artista,1.0,Promedio,5.0,B
3226,466813,Masculino,Si,59,Si,Artista,1.0,Bajo,,A
3230,462945,Masculino,Si,51,Si,Artista,1.0,Promedio,4.0,B
3232,465087,Masculino,No,29,Si,Doctor,1.0,Bajo,4.0,B
3235,464726,Masculino,Si,33,Si,Ejecutivo,11.0,Alto,9.0,A
3238,461055,Femenino,Si,52,Si,Ingeniero,,Promedio,3.0,B
3239,461718,Femenino,Si,48,No,Ejecutivo,9.0,Promedio,3.0,B
3240,467667,Masculino,Si,28,No,Doctor,8.0,Bajo,2.0,A
3241,461997,Femenino,No,29,Si,Artista,8.0,Bajo,1.0,B
3242,460361,Femenino,Si,47,Si,Artista,0.0,Bajo,1.0,B
3244,463021,Masculino,Si,72,No,Abogado,0.0,Alto,2.0,A
3248,467742,Masculino,Si,59,Si,Artista,4.0,Alto,4.0,B
3249,462918,Masculino,Si,38,Si,Doctor,11.0,Promedio,3.0,A
3250,465308,Femenino,No,22,No,Doctor,1.0,Bajo,4.0,B
3252,466967,Masculino,Si,49,Si,Artista,1.0,Bajo,1.0,A
3254,466611,Masculino,No,21,No,Marketing,7.0,Bajo,3.0,B
3256,462056,Femenino,Si,52,Si,Artista,8.0,Promedio,4.0,A
3259,461662,Femenino,Si,89,Si,Abogado,1.0,Alto,2.0,A
3262,461587,Masculino,No,26,Si,Personal de salud,0.0,Bajo,3.0,B
3263,459021,Masculino,Si,45,Si,Artista,7.0,Bajo,2.0,A
3264,465861,Femenino,No,40,Si,Entretenimiento,14.0,Bajo,1.0,A
3266,460325,Femenino,No,63,Si,Personal de salud,3.0,Bajo,1.0,B
